eID,dID,efID,elID,jID,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,burnout_rate,AnnualIncome
718,2,5,3,3,No,1134,16,3,37,3,2,2811,9,0,3,4,3,2,2,2,2,Junior,2.2,33732
719,2,1,1,3,No,248,23,4,42,3,1,3633,1,1,3,9,3,9,8,0,8,Senior,2.4,43596
720,1,1,1,1,No,955,4,4,83,3,4,4163,1,1,3,9,3,9,0,0,7,Senior,3.0,49956
721,2,1,4,2,Yes,138,22,1,48,3,3,2132,4,1,3,7,3,5,2,0,1,Mid-level,2.2,25584
722,2,1,4,4,No,939,24,4,95,3,3,13973,3,1,3,22,3,12,11,1,5,Senior,2.8,167676
723,2,3,2,2,No,1391,10,3,66,3,3,2684,0,0,3,3,2,2,1,0,2,Junior,2.2,32208
724,2,3,1,4,No,566,7,4,75,3,3,10845,6,0,3,13,3,8,7,0,7,Senior,2.6,130140
725,2,3,2,4,No,1206,17,4,41,2,3,4377,1,0,3,5,3,4,2,3,2,Mid-level,2.4,52524
726,2,2,3,3,Yes,622,14,3,39,2,2,3743,1,1,4,5,1,4,2,0,2,Mid-level,1.8,44916
727,2,1,2,4,No,853,1,3,96,3,1,4148,1,0,3,4,3,4,3,0,3,Mid-level,2.0,49776
728,2,1,1,2,No,287,5,2,73,3,4,1051,1,0,3,0,3,0,0,0,0,Junior,2.4,12612
729,2,5,4,4,No,1441,17,3,56,3,3,10739,8,0,3,22,3,10,7,0,8,Senior,2.4,128868
730,2,3,3,5,No,583,25,3,57,3,3,10388,1,1,3,16,2,16,10,10,1,Senior,2.4,124656
731,2,1,1,8,No,153,8,2,73,4,1,11416,0,1,3,9,2,8,7,1,7,Senior,2.0,136992
732,2,3,4,2,Yes,1097,11,4,98,2,1,2600,1,1,3,1,3,1,0,0,0,Junior,2.2,31200
733,2,3,4,3,Yes,109,5,2,60,3,2,2422,0,0,3,4,3,3,2,1,2,Mid-level,2.0,29064
734,2,3,1,4,No,1066,2,4,32,4,4,5472,1,0,3,8,3,8,7,1,3,Senior,3.0,65664
735,2,1,2,3,No,217,8,2,94,1,1,2451,1,0,3,4,2,4,3,1,1,Mid-level,1.2,29412
736,2,1,4,5,No,277,6,1,97,2,3,4240,2,0,3,19,3,2,2,2,2,Junior,1.8,50880
737,2,1,3,5,No,1355,4,3,78,2,3,10999,7,0,3,27,3,15,11,4,8,Senior,2.2,131988
738,2,3,1,4,No,549,7,4,42,3,3,5003,6,0,3,8,3,2,2,2,1,Junior,2.6,60036
739,2,1,2,4,No,466,1,4,65,2,4,12742,1,0,3,21,3,21,6,11,8,Senior,2.6,152904
740,2,1,3,4,No,1055,2,1,47,3,4,4227,0,0,3,4,3,3,2,2,2,Mid-level,2.2,50724
741,2,2,4,3,No,802,10,2,45,3,4,3917,1,0,4,3,2,3,2,1,2,Mid-level,2.2,47004
742,1,4,1,6,No,265,5,4,90,3,3,18303,6,0,3,21,4,1,0,0,0,Junior,2.8,219636
743,2,1,4,3,No,804,9,1,64,3,4,2380,4,0,3,8,3,1,0,0,0,Junior,2.2,28560
744,2,1,4,4,No,715,2,3,69,2,4,13726,3,1,3,30,3,5,3,4,3,Mid-level,2.6,164712
745,2,3,1,5,Yes,1141,11,1,61,1,2,4777,5,0,3,15,1,1,0,0,0,Junior,1.0,57324
746,2,3,3,5,No,135,18,3,62,3,2,6385,3,1,3,17,3,8,7,6,7,Senior,2.4,76620
747,2,1,2,8,No,247,7,2,55,1,3,19973,1,0,4,21,3,21,16,5,10,Senior,1.8,239676
748,1,1,3,1,No,1035,3,2,42,3,4,6861,8,1,3,19,3,1,0,0,0,Junior,2.6,82332
749,1,3,1,1,Yes,265,29,2,79,1,1,4969,8,0,3,7,3,2,2,2,2,Junior,1.4,59628
750,1,4,2,6,Yes,266,2,1,57,1,4,19845,1,0,3,33,3,32,14,6,9,Senior,1.8,238140
751,1,3,4,1,No,1448,28,4,53,4,4,13320,3,1,3,23,3,12,11,11,11,Senior,3.2,159840
752,1,1,4,1,No,145,1,4,95,3,3,6347,0,0,3,19,3,18,7,0,13,Senior,2.6,76164
753,2,1,3,3,Yes,885,16,3,43,4,1,2743,1,0,3,18,3,17,13,15,14,Senior,2.2,32916
754,2,3,4,4,No,945,22,4,82,3,1,10880,1,1,3,21,3,21,6,2,8,Senior,2.4,130560
755,1,1,2,7,No,1038,8,2,88,2,4,2342,0,0,3,3,2,2,2,2,2,Junior,2.0,28104
756,1,1,1,6,No,1234,11,4,90,3,4,17650,3,0,3,26,4,9,3,1,1,Senior,3.0,211800
757,2,3,3,3,No,1109,29,4,69,3,3,4025,9,0,3,10,3,8,7,7,7,Senior,2.6,48300
758,1,4,3,1,No,216,1,2,75,4,4,9725,0,0,3,16,2,15,1,0,9,Senior,2.4,116700
759,1,5,1,6,No,1089,1,2,66,3,4,11904,3,1,3,14,1,6,4,0,4,Mid-level,2.2,142848
760,3,3,3,9,No,788,24,2,36,3,2,2177,1,0,3,6,3,6,3,0,4,Mid-level,2.0,26124
761,1,4,4,1,No,124,2,3,38,2,2,7525,2,0,3,30,3,15,7,6,12,Senior,2.0,90300
762,2,2,4,3,Yes,660,15,1,81,3,3,4834,7,0,3,9,2,1,0,0,0,Junior,1.8,58008
763,2,1,4,2,Yes,342,2,1,57,3,1,2042,6,1,3,6,3,3,2,1,2,Mid-level,1.8,24504
764,1,1,3,7,No,1333,10,3,87,3,3,2220,1,1,3,1,3,1,1,0,0,Junior,2.6,26640
765,1,3,2,7,No,1144,10,4,74,3,2,1052,1,0,4,1,3,1,0,0,0,Junior,2.4,12624
766,2,2,3,2,No,1186,3,3,44,3,3,2821,3,0,3,8,3,2,2,2,2,Junior,2.4,33852
767,2,3,3,8,No,1464,2,2,62,3,3,19237,2,1,3,29,2,8,1,7,7,Senior,2.2,230844
768,2,2,4,5,No,124,3,4,35,3,2,4107,3,0,3,8,2,4,3,0,1,Mid-level,2.2,49284
769,1,4,4,1,No,300,26,3,74,3,1,8396,1,0,3,8,2,7,7,7,5,Senior,1.8,100752
770,2,3,2,2,No,921,1,1,66,2,3,2007,1,0,3,5,3,5,3,1,3,Mid-level,1.8,24084
771,2,3,3,8,No,430,1,4,40,3,4,19627,9,0,3,23,3,2,2,2,2,Junior,2.8,235524
772,1,1,3,1,No,1082,2,3,41,2,3,10686,6,0,3,13,3,9,4,7,0,Senior,2.2,128232
773,2,3,4,2,No,1240,9,1,63,3,3,2942,2,0,3,18,3,5,4,0,3,Mid-level,2.0,35304
774,2,3,5,4,No,796,12,4,51,2,4,8858,0,0,3,15,2,14,8,7,8,Senior,2.4,106296
775,2,3,2,6,No,444,2,3,40,2,1,16756,7,0,3,31,4,9,7,6,2,Senior,2.0,201072
776,1,3,4,1,No,415,25,3,79,2,4,10798,5,0,3,18,3,1,0,0,0,Junior,2.4,129576
777,1,4,4,7,Yes,769,9,4,54,3,4,2323,1,1,3,2,3,2,2,0,2,Junior,3.0,27876
778,2,1,4,3,Yes,1334,10,3,36,2,1,1416,1,0,3,1,2,1,0,1,0,Junior,1.6,16992
779,2,1,3,2,No,1003,8,4,74,2,1,4615,8,1,4,19,3,16,13,1,7,Senior,2.2,55380
780,2,1,3,2,Yes,1323,4,1,34,3,3,2461,9,1,3,18,4,10,0,2,7,Senior,2.4,29532
781,2,5,1,5,Yes,1366,24,2,72,2,1,8722,1,0,3,10,2,10,7,1,9,Senior,1.4,104664
782,2,3,1,3,No,192,1,1,59,2,1,3955,1,0,3,6,3,5,3,1,3,Mid-level,1.4,47460
783,2,2,4,4,No,1176,20,3,85,3,1,9957,0,0,3,7,2,6,2,0,2,Mid-level,1.8,119484
784,2,5,1,2,No,509,7,2,43,4,3,3376,1,0,3,10,3,10,6,0,8,Senior,2.4,40512
785,2,1,2,5,No,330,17,3,65,2,3,8823,0,0,3,20,2,19,9,1,9,Senior,2.0,105876
786,2,5,3,5,No,1492,20,1,61,3,4,10322,4,0,4,14,3,11,10,11,1,Senior,2.2,123864
787,2,1,5,3,No,1277,8,1,87,1,3,4621,1,0,3,3,3,3,2,1,2,Mid-level,1.6,55452
788,2,1,2,4,No,1091,2,4,65,3,2,10976,3,0,3,23,3,3,2,1,2,Mid-level,2.4,131712
789,2,2,4,2,No,857,10,3,59,3,3,3660,3,0,3,10,4,8,7,1,7,Senior,2.6,43920
790,3,3,1,9,Yes,1376,1,2,91,2,1,10482,9,0,3,24,3,20,6,3,6,Senior,1.6,125784
791,2,1,4,5,No,654,5,4,34,2,4,7119,4,0,3,9,3,3,2,1,2,Mid-level,2.6,85428
792,1,5,4,1,Yes,1204,4,4,86,3,1,9582,0,1,4,9,3,8,7,4,7,Senior,2.4,114984
793,2,3,3,2,Yes,827,29,1,54,2,3,4508,1,0,4,14,3,13,7,3,8,Senior,1.8,54096
794,2,1,1,3,No,895,15,1,50,3,3,2207,1,0,3,4,2,4,2,2,2,Mid-level,1.8,26484
795,2,1,2,5,No,618,3,1,45,3,4,7756,0,0,3,7,2,6,2,0,4,Mid-level,2.0,93072
796,1,1,3,1,No,309,10,4,88,2,4,6694,2,1,3,8,3,1,0,0,0,Junior,2.8,80328
797,2,5,2,3,Yes,1219,4,4,32,3,4,3691,1,1,3,7,4,7,7,5,6,Senior,3.2,44292
798,2,3,4,3,Yes,1330,21,1,37,3,3,2377,1,0,4,1,2,1,1,0,0,Junior,1.8,28524
799,2,3,4,2,Yes,1017,25,1,55,2,2,2313,4,1,4,5,3,2,2,2,2,Junior,1.8,27756
800,2,3,1,6,No,469,2,4,35,3,1,17665,0,0,3,23,3,22,6,13,7,Senior,2.2,211980
801,2,3,4,3,Yes,1009,1,1,45,2,2,2596,1,0,3,1,3,1,0,0,0,Junior,1.6,31152
802,1,2,3,1,Yes,959,1,4,81,3,3,4728,3,1,3,5,3,0,0,0,0,Junior,2.8,56736
803,1,1,4,1,No,970,7,4,30,3,2,4302,0,0,3,4,3,3,2,0,2,Mid-level,2.4,51624
804,2,1,3,2,No,697,3,3,40,2,4,2979,3,0,3,6,3,0,0,0,0,Junior,2.4,35748
805,2,3,3,6,No,1262,1,1,35,4,4,16885,2,0,4,27,2,5,4,2,1,Mid-level,2.2,202620
806,1,1,3,1,No,1050,9,2,65,2,3,5593,1,0,3,15,3,15,10,4,12,Senior,2.0,67116
807,2,1,3,5,No,994,7,2,87,3,2,10445,7,0,3,18,3,8,6,4,0,Senior,2.0,125340
808,1,4,3,1,No,770,10,3,73,2,3,8740,0,1,3,9,3,8,7,2,7,Senior,2.4,104880
809,2,1,3,2,No,1107,28,3,93,3,4,2514,4,0,4,11,3,7,5,1,7,Senior,2.6,30168
810,2,3,4,4,No,950,3,4,93,3,2,7655,0,0,3,10,2,9,7,1,7,Senior,2.2,91860
811,1,4,2,6,No,406,3,1,52,3,3,17465,3,0,3,23,3,12,9,4,9,Senior,2.0,209580
812,1,4,1,1,No,130,2,4,32,3,2,7351,7,0,3,10,3,1,0,0,0,Junior,2.4,88212
813,2,1,4,4,No,1082,27,3,83,3,1,10820,8,0,3,18,3,8,7,0,1,Senior,2.0,129840
814,2,1,4,5,Yes,203,2,1,84,3,4,12169,7,0,3,21,3,18,7,11,5,Senior,2.2,146028
815,2,3,4,8,No,1308,14,3,44,2,3,19626,1,0,3,21,4,20,7,4,9,Senior,2.4,235512
816,2,5,2,2,No,984,1,4,70,2,2,2070,1,1,3,2,4,2,2,2,2,Junior,2.6,24840
817,2,1,4,3,No,439,9,3,70,3,2,6782,9,0,3,9,2,5,4,0,3,Mid-level,2.0,81384
818,2,1,3,4,No,217,18,1,78,3,4,7779,2,0,4,18,3,11,9,0,9,Senior,2.2,93348
819,1,1,4,7,No,793,20,3,67,4,4,2791,0,0,3,3,3,2,2,2,2,Junior,2.8,33492
820,2,1,2,2,No,1451,2,1,67,2,2,3201,0,0,3,6,1,5,3,0,4,Mid-level,1.2,38412
821,1,4,1,1,No,1182,11,4,54,3,4,4968,1,0,3,5,3,5,2,0,2,Mid-level,2.8,59616
822,1,5,3,1,No,174,8,4,56,2,2,13120,6,0,3,22,3,9,8,2,3,Senior,2.2,157440
823,2,1,1,4,No,1003,2,4,95,3,3,4033,2,0,3,5,2,3,2,0,2,Mid-level,2.4,48396
824,2,1,4,2,No,490,10,4,61,3,2,3291,0,0,3,8,2,7,5,1,1,Senior,2.2,39492
825,2,3,4,3,No,188,29,2,56,1,4,4272,4,0,3,16,3,1,0,0,0,Junior,2.0,51264
826,2,3,2,4,No,718,8,2,79,2,4,5056,1,1,3,10,2,10,7,1,2,Senior,2.2,60672
827,3,6,4,9,No,433,1,3,37,4,3,2844,1,0,3,7,4,7,6,5,0,Senior,2.8,34128
828,2,1,4,2,No,773,6,3,39,2,3,2703,1,1,3,3,3,3,1,0,2,Mid-level,2.4,32436
829,2,3,2,3,Yes,247,8,3,80,3,3,1904,1,0,3,0,3,0,0,0,0,Junior,2.4,22848
830,1,4,3,1,Yes,603,9,1,77,3,1,8224,0,1,3,6,3,5,2,0,3,Mid-level,1.8,98688
831,2,1,3,3,No,167,12,2,46,3,4,4766,3,1,3,6,3,1,0,0,0,Junior,2.6,57192
832,2,3,4,3,Yes,874,15,3,72,3,3,2610,1,0,3,2,2,2,2,2,2,Junior,2.2,31320
833,2,3,1,5,No,367,25,3,52,2,4,5731,7,0,3,9,3,6,2,1,3,Mid-level,2.4,68772
834,2,1,4,2,No,199,6,4,55,2,3,2539,1,0,3,4,3,4,2,2,2,Mid-level,2.4,30468
835,1,1,2,1,No,1400,9,2,70,3,3,5714,1,0,4,6,2,6,5,1,3,Mid-level,2.0,68568
836,3,5,3,9,No,528,8,3,100,3,3,4323,1,0,3,6,1,5,4,1,4,Mid-level,2.0,51876
837,1,1,2,1,Yes,408,23,4,45,2,1,7336,1,0,3,11,1,11,8,3,10,Senior,1.6,88032
838,2,3,3,8,No,593,9,2,88,3,3,13499,9,0,3,20,2,18,7,2,13,Senior,2.0,161988
839,1,1,4,1,Yes,481,12,3,44,3,1,13758,0,1,3,22,2,21,9,13,14,Senior,2.0,165096
840,1,4,3,1,No,647,4,2,45,3,1,5155,7,0,3,9,4,6,4,1,5,Mid-level,2.0,61860
841,2,3,3,3,No,982,1,4,58,2,3,2258,6,0,3,10,3,8,0,1,7,Senior,2.4,27096
842,2,3,4,3,No,477,24,4,49,3,2,3597,8,0,4,6,3,4,3,1,2,Mid-level,2.4,43164
843,2,1,2,3,Yes,1485,12,3,79,3,4,2515,1,1,3,1,2,1,1,0,0,Junior,2.6,30180
844,2,3,3,3,No,1384,3,1,82,4,4,4420,1,0,4,8,3,8,7,0,7,Senior,2.4,53040
845,1,4,4,1,No,852,10,3,72,2,3,6578,1,0,3,10,3,10,3,1,4,Senior,2.2,78936
846,2,3,1,2,No,902,26,3,92,2,4,4422,3,1,3,16,1,1,1,0,0,Junior,2.2,53064
847,2,1,4,4,No,819,2,3,44,2,2,10274,2,0,3,15,4,7,7,6,4,Senior,2.2,123288
848,2,3,4,5,No,669,1,4,97,2,1,5343,0,0,4,14,3,13,9,4,9,Senior,2.0,64116
849,2,2,3,3,No,636,4,4,47,2,4,2376,1,0,3,2,4,2,2,2,2,Junior,2.8,28512
850,1,4,4,1,Yes,1372,9,1,85,1,3,5346,8,0,3,7,2,4,3,1,3,Mid-level,1.4,64152
851,1,1,2,7,No,862,2,3,76,3,1,2827,1,0,3,1,3,1,0,0,0,Junior,2.0,33924
852,2,5,3,6,No,718,4,4,92,3,1,19943,4,0,3,28,3,5,2,4,2,Mid-level,2.2,239316
853,2,3,2,3,No,1401,6,2,54,3,4,3131,1,0,3,10,3,10,8,0,8,Senior,2.4,37572
854,2,1,1,2,No,645,9,3,54,3,1,2552,1,0,4,1,3,1,1,0,0,Junior,2.0,30624
855,2,3,4,2,No,1457,7,1,83,3,3,4477,4,1,3,7,2,3,2,0,2,Mid-level,2.0,53724
856,2,1,4,4,No,977,1,4,56,2,4,6474,1,0,3,14,2,14,8,3,11,Senior,2.4,77688
857,2,1,4,3,No,805,3,1,87,2,3,3033,1,0,3,2,2,2,2,1,2,Junior,1.6,36396
858,2,1,3,2,Yes,1097,10,3,96,3,3,2936,1,1,3,6,3,6,4,0,2,Mid-level,2.6,35232
859,2,3,1,6,No,1223,7,4,50,3,3,18606,3,0,3,26,3,7,7,4,7,Senior,2.6,223272
860,2,1,2,2,No,942,15,2,69,1,4,2168,0,1,3,6,2,5,4,1,3,Mid-level,2.0,26016
861,2,1,3,2,Yes,1256,3,3,48,2,4,2853,0,1,3,1,3,0,0,0,0,Junior,2.6,34236
862,1,4,4,6,No,1402,2,3,69,3,1,17048,8,0,4,28,3,26,15,15,9,Senior,2.0,204576
863,2,1,4,2,No,111,17,4,74,1,3,2290,2,0,3,6,3,0,0,0,0,Junior,2.2,27480
864,3,6,4,9,No,147,2,2,99,3,3,3600,1,0,3,5,3,5,4,1,4,Mid-level,2.2,43200
865,2,1,1,2,Yes,906,5,1,95,2,1,2107,6,0,3,5,1,1,0,0,0,Junior,1.0,25284
866,1,1,3,1,No,1329,29,3,61,3,1,4115,8,0,3,8,3,4,3,0,3,Mid-level,2.0,49380
867,1,3,3,1,No,1184,2,2,62,3,2,4327,5,0,3,5,3,0,0,0,0,Junior,2.0,51924
868,2,3,4,6,No,1421,2,4,30,3,1,17856,2,0,4,32,3,2,2,2,2,Junior,2.2,214272
869,2,3,3,3,No,1179,19,4,78,2,1,3196,1,0,3,6,3,6,5,3,3,Mid-level,2.0,38352
870,2,1,1,8,No,1450,15,4,52,3,2,19081,5,0,3,25,3,4,2,0,3,Mid-level,2.4,228972
871,1,1,3,1,No,1361,17,3,94,3,1,8966,3,1,3,15,3,7,7,1,7,Senior,2.2,107592
872,2,1,1,3,Yes,984,17,4,97,3,2,2210,1,0,3,1,1,1,0,0,0,Junior,2.0,26520
873,1,3,4,1,No,1146,25,2,82,3,3,4539,1,0,3,10,2,10,7,0,1,Senior,2.0,54468
874,2,1,3,3,No,917,6,3,60,1,3,2741,1,0,3,7,3,7,7,1,7,Senior,2.0,32892
875,2,1,3,3,No,853,7,3,49,3,3,3491,1,0,3,10,2,10,7,8,9,Senior,2.2,41892
876,2,2,3,2,No,200,29,4,32,3,4,4541,1,0,4,20,3,20,11,13,17,Senior,2.8,54492
877,1,4,4,7,No,654,21,3,43,4,4,2678,1,0,3,2,3,2,1,2,2,Junior,2.8,32136
878,2,5,3,4,No,150,2,4,60,3,4,7379,2,0,3,12,2,6,3,1,4,Mid-level,2.6,88548
879,3,3,5,9,No,179,2,4,79,4,1,6272,7,0,3,10,4,4,3,0,3,Mid-level,2.6,75264
880,1,4,3,1,No,696,7,2,52,4,4,5220,0,1,3,12,3,11,7,1,9,Senior,2.8,62640
881,2,2,4,3,No,116,13,3,77,2,2,2743,1,0,4,2,3,2,2,2,2,Junior,2.0,32916
882,2,1,1,2,No,1316,2,4,38,3,3,4998,4,1,3,10,3,8,7,0,7,Senior,2.8,59976
883,2,5,4,4,No,363,1,3,77,1,1,10252,2,1,4,17,3,7,7,7,7,Senior,1.8,123024
884,2,3,4,2,No,117,9,1,60,3,4,2781,0,0,3,15,3,14,10,4,10,Senior,2.2,33372
885,1,5,4,1,No,107,10,2,84,2,2,6852,7,0,3,7,4,5,1,1,3,Mid-level,2.0,82224
886,1,1,3,1,No,1356,10,3,57,3,4,4950,0,0,3,5,3,4,3,1,1,Mid-level,2.6,59400
887,2,3,4,2,No,1465,1,4,63,3,2,3579,0,1,4,12,3,11,9,5,7,Senior,2.6,42948
888,2,3,5,8,No,458,26,1,60,3,1,13191,3,1,3,20,3,1,0,0,0,Junior,1.8,158292
889,1,4,1,1,No,1212,8,3,78,2,4,10377,4,1,3,16,2,13,2,4,12,Senior,2.4,124524
890,2,1,4,2,No,1103,14,1,42,3,1,2235,1,1,3,9,2,9,7,6,8,Senior,1.6,26820
891,2,1,3,4,No,966,1,4,53,3,3,10502,7,0,3,33,1,5,4,1,4,Mid-level,2.2,126024
892,2,1,2,2,No,1117,2,1,72,4,4,2011,1,0,3,10,3,10,5,7,7,Senior,2.4,24132
893,2,3,4,2,Yes,504,10,1,96,2,2,1859,1,1,4,1,4,1,1,0,0,Junior,2.0,22308
894,2,1,4,2,No,1010,1,1,97,3,4,3760,1,0,3,3,3,3,2,1,2,Mid-level,2.2,45120
895,2,1,4,8,No,685,3,4,85,3,4,17779,3,0,3,36,3,10,9,0,9,Senior,2.8,213348
896,2,3,1,5,No,1332,11,3,80,3,1,6833,1,1,3,6,2,6,5,0,1,Mid-level,2.0,81996
897,2,3,4,5,No,1062,24,3,96,2,1,6812,1,0,3,10,3,10,9,1,8,Senior,1.8,81744
898,1,1,4,1,No,326,3,3,48,2,4,5171,5,0,3,13,3,6,1,0,5,Mid-level,2.4,62052
899,2,1,4,8,No,920,3,3,96,1,4,19740,3,0,3,25,3,8,7,0,7,Senior,2.2,236880
900,2,3,1,6,No,1098,4,1,85,2,3,18711,2,0,3,23,4,1,0,0,0,Junior,2.0,224532
901,2,5,4,2,No,469,3,3,46,3,2,3692,1,0,3,12,2,11,10,0,7,Senior,2.0,44304
902,2,5,1,3,No,969,2,4,76,4,2,2559,5,0,3,7,2,1,0,0,0,Junior,2.4,30708
903,2,1,1,2,No,1167,4,1,76,3,3,2517,1,0,3,5,3,5,3,0,3,Mid-level,2.0,30204
904,2,1,4,5,No,1329,7,3,82,3,4,6623,1,1,3,6,3,6,0,1,0,Mid-level,2.8,79476
905,2,1,4,8,No,715,1,4,76,2,4,18265,6,0,3,25,4,1,0,0,0,Junior,2.8,219180
906,2,1,4,8,No,694,1,4,87,2,4,16124,3,0,3,9,2,7,7,1,7,Senior,2.4,193488
907,2,5,4,2,No,1320,20,3,89,4,3,2585,0,0,3,2,2,1,0,0,0,Junior,2.4,31020
908,1,4,4,6,No,1099,5,2,88,3,2,18213,7,0,3,26,3,22,9,3,10,Senior,2.0,218556
909,1,4,5,1,No,536,10,4,82,4,3,8380,0,1,3,10,3,9,8,0,8,Senior,3.0,100560
910,2,1,4,2,No,265,25,2,57,4,4,2994,1,1,3,1,3,1,0,0,1,Junior,2.8,35928
911,2,1,1,2,No,373,1,4,47,3,3,1223,1,0,4,1,3,1,0,0,1,Junior,2.6,14676
912,1,1,2,7,Yes,599,24,3,73,1,4,1118,1,1,3,1,3,1,0,1,0,Junior,2.4,13416
913,2,1,1,2,No,583,4,3,53,3,4,2875,1,1,4,8,2,8,5,2,2,Senior,2.6,34500
914,1,4,4,6,Yes,1449,2,1,94,1,2,18824,2,1,3,26,3,24,10,1,11,Senior,1.6,225888
915,2,3,2,5,No,177,8,4,37,2,2,13577,1,1,3,34,3,33,9,15,0,Senior,2.4,162924
916,2,1,1,3,Yes,251,10,1,45,2,3,2625,1,0,4,2,1,2,2,2,2,Junior,1.4,31500
917,1,4,1,6,No,168,4,4,33,2,2,18789,2,0,3,26,3,11,4,0,8,Senior,2.2,225468
918,1,4,4,1,No,131,2,3,86,3,1,4538,0,1,3,4,3,3,2,0,2,Mid-level,2.2,54456
919,1,1,4,6,No,237,9,4,83,3,2,19847,4,1,4,31,2,29,10,11,10,Senior,2.4,238164
920,2,3,3,4,No,1429,18,4,67,3,4,10512,6,0,3,25,2,9,7,5,4,Senior,2.6,126144
921,2,3,4,3,No,135,19,3,46,3,2,4444,4,0,3,15,4,11,8,5,10,Senior,2.4,53328
922,2,3,3,3,No,791,1,4,44,3,3,2154,0,1,3,5,2,4,2,0,2,Mid-level,2.6,25848
923,2,1,1,6,No,1199,4,3,92,4,1,19190,1,0,3,26,2,25,9,14,13,Senior,2.0,230280
924,3,1,4,9,No,648,11,3,56,2,2,4490,4,0,3,14,4,10,9,1,8,Senior,2.2,53880
925,2,1,2,2,No,735,6,3,66,3,3,3506,0,1,3,4,3,3,2,2,2,Mid-level,2.6,42072
926,2,3,3,2,No,603,7,2,78,4,2,2372,6,1,3,18,3,1,0,0,0,Junior,2.4,28464
927,1,4,3,1,No,531,4,4,56,2,4,10231,3,0,3,23,4,21,7,15,17,Senior,2.8,122772
928,2,1,3,4,No,429,2,3,53,3,2,5410,9,1,3,18,3,16,14,5,12,Senior,2.4,64920
929,2,3,4,5,Yes,621,15,1,73,3,4,7978,1,0,3,10,3,10,7,0,5,Senior,2.2,95736
930,2,1,4,3,No,193,2,4,52,2,4,3867,1,1,3,2,3,2,2,2,2,Junior,2.8,46404
931,2,3,1,3,No,968,6,2,40,2,3,2838,0,0,3,8,2,7,0,7,7,Senior,1.8,34056
932,2,3,1,4,No,879,9,3,72,3,3,4695,7,1,3,10,3,8,4,1,7,Senior,2.6,56340
933,2,5,4,3,Yes,806,7,2,39,3,3,3339,3,1,3,10,3,7,7,7,7,Senior,2.4,40068
934,2,5,4,2,No,640,1,4,84,3,1,2080,2,0,3,5,2,3,2,1,2,Mid-level,2.0,24960
935,2,3,4,2,No,266,1,4,40,3,2,2096,1,0,3,2,2,2,2,2,1,Junior,2.2,25152
936,1,3,4,1,No,604,8,3,56,4,4,6209,1,0,3,10,4,10,7,0,8,Senior,3.0,74508
937,2,3,4,6,No,364,25,2,83,3,2,18061,3,0,4,22,3,0,0,0,0,Junior,2.0,216732
938,2,3,3,6,No,412,13,3,94,2,2,17123,6,1,3,21,3,19,9,15,2,Senior,2.2,205476
939,2,1,3,2,No,848,23,1,88,3,3,2372,1,0,3,2,3,2,2,2,2,Junior,2.0,28464
940,2,1,1,3,Yes,1089,7,4,79,3,3,4883,1,0,3,10,3,10,4,1,1,Senior,2.6,58596
941,2,3,4,2,Yes,360,23,3,93,3,1,3904,0,0,3,6,3,5,2,0,3,Mid-level,2.0,46848
942,2,5,4,3,No,1138,6,1,48,2,4,4627,0,0,3,10,3,9,2,6,7,Senior,2.0,55524
943,2,5,3,5,No,325,10,4,63,3,3,7094,3,0,3,10,3,7,7,1,7,Senior,2.6,85128
944,3,1,1,9,No,991,1,4,44,3,1,3423,6,0,3,10,4,7,6,5,7,Senior,2.4,41076
945,2,1,4,3,No,1476,1,3,55,1,4,6674,0,0,3,10,3,9,8,7,5,Senior,2.2,80088
946,2,1,4,8,No,1322,28,4,43,3,1,16880,4,1,3,25,3,3,2,1,2,Mid-level,2.4,202560
947,1,4,3,1,Yes,299,25,4,57,2,2,9094,2,1,3,9,3,5,4,1,0,Mid-level,2.4,109128
948,1,1,4,1,Yes,1030,5,2,64,3,2,8446,9,1,3,10,2,8,7,7,7,Senior,2.0,101352
949,2,3,3,6,No,634,17,2,95,3,1,11916,1,1,4,9,3,9,1,0,8,Senior,2.0,142992
950,2,1,1,4,No,524,18,1,32,3,3,4534,0,0,3,9,3,8,7,1,7,Senior,2.0,54408
951,1,1,3,1,No,587,2,4,57,3,3,9852,1,1,3,10,2,10,8,9,6,Senior,2.6,118224
952,1,3,1,1,No,256,10,3,40,1,2,6151,1,0,3,19,3,19,2,11,9,Senior,1.8,73812
953,1,1,4,7,Yes,1060,1,4,54,3,2,2302,1,1,3,3,4,3,2,2,2,Mid-level,2.8,27624
954,2,1,4,3,Yes,935,3,1,89,3,1,2362,4,0,3,10,4,3,2,1,2,Mid-level,1.8,28344
955,2,1,2,6,No,495,2,3,37,3,3,17861,0,1,3,21,2,20,8,2,10,Senior,2.4,214332
956,2,3,1,6,No,282,2,4,58,1,3,19187,4,0,3,23,3,19,9,9,11,Senior,2.2,230244
957,3,1,3,6,No,206,8,4,99,3,2,19717,6,0,3,36,3,7,3,7,7,Senior,2.4,236604
958,2,1,1,2,No,458,16,3,74,3,3,3544,9,0,3,6,3,4,2,0,0,Mid-level,2.4,42528
