eID,dID,efID,elID,jID,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,JobSatisfaction,JobInvolvement,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition,OverTime
884,2,3,4,2,2781,117,60,6311,4,3,3,3,14,10,4,10,0,5,9,No,0
885,1,5,4,1,6852,107,84,11591,2,2,3,4,5,1,1,3,7,2,10,No,0
886,1,1,3,1,4950,1356,57,20623,4,3,3,3,4,3,1,1,0,4,10,No,0
887,2,3,4,2,3579,1465,63,9369,2,3,4,3,11,9,5,7,0,2,1,No,1
888,2,3,5,8,13191,458,60,23281,1,3,3,3,1,0,0,0,3,6,26,No,1
889,1,4,1,1,10377,1212,78,13755,4,2,3,2,13,2,4,12,4,6,8,No,1
890,2,1,4,2,2235,1103,42,14377,1,3,3,2,9,7,6,8,1,3,14,No,1
891,2,1,3,4,10502,966,53,9659,3,3,3,1,5,4,1,4,7,2,1,No,0
892,2,1,2,2,2011,1117,72,19982,4,4,3,3,10,5,7,7,1,5,2,No,0
893,2,3,4,2,1859,504,96,6148,2,2,4,4,1,1,0,0,1,2,10,Yes,1
894,2,1,4,2,3760,1010,97,5598,4,3,3,3,3,2,1,2,1,5,1,No,0
895,2,1,4,8,17779,685,85,23474,4,3,3,3,10,9,0,9,3,2,3,No,0
896,2,3,1,5,6833,1332,80,17089,1,3,3,2,6,5,0,1,1,2,11,No,1
897,2,3,4,5,6812,1062,96,17198,1,2,3,3,10,9,1,8,1,2,24,No,0
898,1,1,4,1,5171,326,48,16490,4,2,3,3,6,1,0,5,5,2,3,No,0
899,2,1,4,8,19740,920,96,18625,4,1,3,3,8,7,0,7,3,2,3,No,0
900,2,3,1,6,18711,1098,85,12124,3,2,3,4,1,0,0,0,2,2,4,No,0
901,2,5,4,2,3692,469,46,9256,2,3,3,2,11,10,0,7,1,2,3,No,0
902,2,5,1,3,2559,969,76,16620,2,4,3,2,1,0,0,0,5,4,2,No,0
903,2,1,1,2,2517,1167,76,3208,3,3,3,3,5,3,0,3,1,2,4,No,0
904,2,1,4,5,6623,1329,82,4204,4,3,3,3,6,0,1,0,1,2,7,No,1
905,2,1,4,8,18265,715,76,8733,4,2,3,4,1,0,0,0,6,3,1,No,0
906,2,1,4,8,16124,694,87,3423,4,2,3,2,7,7,1,7,3,2,1,No,0
907,2,5,4,2,2585,1320,89,21643,3,4,3,2,1,0,0,0,0,5,20,No,0
908,1,4,4,6,18213,1099,88,8751,2,3,3,3,22,9,3,10,7,5,5,No,0
909,1,4,5,1,8380,536,82,21708,3,4,3,3,9,8,0,8,0,3,10,No,1
910,2,1,4,2,2994,265,57,21221,4,4,3,3,1,0,0,1,1,2,25,No,1
911,2,1,1,2,1223,373,47,16901,3,3,4,3,1,0,0,1,1,2,1,No,0
912,1,1,2,7,1118,599,73,8040,4,1,3,3,1,0,1,0,1,4,24,Yes,1
913,2,1,1,2,2875,583,53,9973,4,3,4,2,8,5,2,2,1,2,4,No,1
914,1,4,4,6,18824,1449,94,2493,2,1,3,3,24,10,1,11,2,2,2,Yes,1
915,2,3,2,5,13577,177,37,25592,2,2,3,3,33,9,15,0,1,3,8,No,1
916,2,1,1,3,2625,251,45,25308,3,2,4,1,2,2,2,2,1,2,10,Yes,0
917,1,4,1,6,18789,168,33,9946,2,2,3,3,11,4,0,8,2,2,4,No,0
918,1,4,4,1,4538,131,86,6039,1,3,3,3,3,2,0,2,0,3,2,No,1
919,1,1,4,6,19847,237,83,19196,2,3,4,2,29,10,11,10,4,5,9,No,1
920,2,3,3,4,10512,1429,67,20002,4,3,3,2,9,7,5,4,6,6,18,No,0
921,2,3,4,3,4444,135,46,22534,2,3,3,4,11,8,5,10,4,2,19,No,0
922,2,3,3,3,2154,791,44,6842,3,3,3,2,4,2,0,2,0,2,1,No,1
923,2,1,1,6,19190,1199,92,17477,1,4,3,2,25,9,14,13,1,4,4,No,0
924,3,1,4,9,4490,648,56,21833,2,2,3,4,10,9,1,8,4,5,11,No,0
925,2,1,2,2,3506,735,66,6020,3,3,3,3,3,2,2,2,0,3,6,No,1
926,2,3,3,2,2372,603,78,5628,2,4,3,3,1,0,0,0,6,2,7,No,1
927,1,4,3,1,10231,531,56,20364,4,2,3,4,21,7,15,17,3,3,4,No,0
928,2,1,3,4,5410,429,53,2323,2,3,3,3,16,14,5,12,9,2,2,No,1
929,2,3,4,5,7978,621,73,14075,4,3,3,3,10,7,0,5,1,2,15,Yes,0
930,2,1,4,3,3867,193,52,14222,4,2,3,3,2,2,2,2,1,2,2,No,1
931,2,3,1,3,2838,968,40,4257,3,2,3,2,7,0,7,7,0,6,6,No,0
932,2,3,1,4,4695,879,72,12858,3,3,3,3,8,4,1,7,7,3,9,No,1
933,2,5,4,3,3339,806,39,17285,3,3,3,3,7,7,7,7,3,2,7,Yes,1
934,2,5,4,2,2080,640,84,4732,1,3,3,2,3,2,1,2,2,2,1,No,0
935,2,3,4,2,2096,266,40,18830,2,3,3,2,2,2,2,1,1,3,1,No,0
936,1,3,4,1,6209,604,56,11693,4,4,3,4,10,7,0,8,1,4,8,No,0
937,2,3,4,6,18061,364,83,13035,2,3,4,3,0,0,0,0,3,4,25,No,0
938,2,3,3,6,17123,412,94,17334,2,2,3,3,19,9,15,2,6,4,13,No,1
939,2,1,3,2,2372,848,88,26076,3,3,3,3,2,2,2,2,1,3,23,No,0
940,2,1,1,3,4883,1089,79,22845,3,3,3,3,10,4,1,1,1,3,7,Yes,0
941,2,3,4,2,3904,360,93,22154,1,3,3,3,5,2,0,3,0,2,23,Yes,0
942,2,5,4,3,4627,1138,48,23631,4,2,3,3,9,2,6,7,0,6,6,No,0
943,2,5,3,5,7094,325,63,5747,3,3,3,3,7,7,1,7,3,0,10,No,0
944,3,1,1,9,3423,991,44,22957,1,3,3,4,7,6,5,7,6,3,1,No,0
945,2,1,4,3,6674,1476,55,16392,4,1,3,3,9,8,7,5,0,6,1,No,0
946,2,1,4,8,16880,1322,43,22422,1,3,3,3,3,2,1,2,4,2,28,No,1
947,1,4,3,1,9094,299,57,17235,2,2,3,3,5,4,1,0,2,2,25,Yes,1
948,1,1,4,1,8446,1030,64,21534,2,3,3,2,8,7,7,7,9,2,5,Yes,1
949,2,3,3,6,11916,634,95,25927,1,3,4,3,9,1,0,8,1,2,17,No,1
950,2,1,1,4,4534,524,32,13352,3,3,3,3,8,7,1,7,0,6,18,No,0
951,1,1,3,1,9852,587,57,8935,3,3,3,2,10,8,9,6,1,5,2,No,1
952,1,3,1,1,6151,256,40,22074,2,1,3,3,19,2,11,9,1,4,10,No,0
953,1,1,4,7,2302,1060,54,8319,2,3,3,4,3,2,2,2,1,2,1,Yes,1
954,2,1,4,3,2362,935,89,14669,1,3,3,4,3,2,1,2,4,4,3,Yes,0
955,2,1,2,6,17861,495,37,26582,3,3,3,2,20,8,2,10,0,3,2,No,1
956,2,3,1,6,19187,282,58,6992,3,1,3,3,19,9,9,11,4,5,2,No,0
957,3,1,3,6,19717,206,99,4022,2,3,3,3,7,3,7,7,6,4,8,No,0
958,2,1,1,2,3544,458,74,8532,3,3,3,3,4,2,0,0,9,0,16,No,0
959,2,1,4,5,8500,943,86,5494,4,3,3,2,9,7,1,6,0,0,9,No,0
960,2,1,4,2,4661,523,98,22455,4,3,3,3,9,8,8,8,1,4,2,No,0
961,1,4,4,1,4103,1018,66,4297,1,3,3,3,9,3,1,7,0,2,1,No,0
962,2,1,3,2,4249,482,87,2690,3,3,3,3,9,6,1,1,1,3,4,No,1
963,3,1,4,6,14026,770,84,17588,2,3,3,3,33,9,0,10,1,2,5,No,1
964,1,1,1,1,6893,1009,31,19461,1,3,3,3,7,7,1,7,3,3,2,No,0
965,1,3,1,1,6125,507,66,23553,1,3,3,4,10,8,9,6,1,6,15,No,0
966,2,3,2,3,3669,882,67,9075,4,3,3,2,3,2,1,2,3,6,19,No,0
967,2,3,3,4,10008,601,53,12023,1,2,3,2,10,9,5,9,7,0,7,Yes,1
968,2,1,3,3,2387,329,88,6762,2,3,4,3,4,2,0,3,3,3,1,No,0
969,1,4,4,1,4639,607,83,2261,1,4,3,2,15,7,6,13,2,2,7,No,0
970,2,1,4,4,7898,855,54,18706,4,3,3,3,10,9,0,8,1,2,4,No,0
971,1,3,4,7,2534,1291,98,6527,4,4,3,3,1,0,0,0,8,4,11,No,0
972,2,5,1,4,13142,1405,82,24439,2,2,3,2,5,2,0,3,3,1,11,No,0
973,2,1,4,3,1611,1124,97,19305,4,3,3,4,0,0,0,0,1,5,1,No,0
974,2,3,4,3,5363,817,60,10846,4,2,3,3,9,7,0,0,0,0,1,No,0
975,1,1,2,1,5071,793,43,20392,4,1,4,3,6,2,0,0,3,3,2,No,0
976,1,4,3,1,13695,267,85,9277,3,4,3,2,19,7,3,8,6,2,13,Yes,1
977,2,1,4,4,13402,1369,68,18235,2,3,3,3,19,16,15,9,4,0,23,No,1
978,2,5,2,2,2029,999,92,15891,3,2,4,3,5,4,0,0,1,2,26,No,0
979,2,3,2,5,6377,1202,89,13888,3,4,4,3,12,11,11,8,5,0,2,No,0
980,2,3,4,3,5429,285,86,17491,3,3,3,3,8,7,7,7,4,1,29,No,0
981,1,1,4,7,2785,703,90,11882,4,2,3,4,1,0,0,0,7,3,2,Yes,0
982,1,4,3,1,4614,662,67,23288,3,3,3,2,4,2,3,2,0,0,18,Yes,1
983,2,1,4,2,2610,693,57,15748,3,4,3,3,4,2,0,3,1,2,7,No,0
984,2,5,3,5,6687,404,98,6163,4,3,3,4,14,11,4,11,1,2,2,No,0
985,1,1,4,1,4724,736,48,24232,1,2,3,3,5,3,0,4,1,0,26,No,0
986,2,3,3,4,6179,330,98,21057,3,3,3,2,10,2,6,7,1,3,22,Yes,1
987,1,1,3,1,6120,1498,44,3567,4,2,3,4,5,4,1,4,3,2,21,No,1
988,1,4,4,1,10596,541,52,15395,2,3,3,3,4,2,3,2,2,5,2,No,0
989,2,1,4,2,5467,1200,75,13953,4,3,3,2,6,2,3,3,3,4,22,No,1
990,2,1,2,2,2996,1439,54,5182,3,3,3,3,6,4,1,3,7,2,4,No,1
991,1,1,2,1,9998,1111,61,19293,4,3,3,4,5,4,1,2,6,2,5,No,0
992,1,4,2,1,4078,499,36,20497,2,3,3,2,3,2,1,2,0,3,2,No,1
993,2,1,1,5,10920,1485,71,3449,3,3,4,3,6,4,0,5,3,2,25,No,0
994,1,1,2,1,6232,1372,93,12477,3,4,3,2,3,2,1,2,2,3,18,No,0
995,2,3,1,4,13247,322,59,9731,3,4,3,2,5,3,0,2,2,3,28,No,1
996,2,3,4,2,4081,930,73,20003,3,2,3,1,20,7,1,8,1,3,6,No,1
997,1,4,4,1,5769,205,98,7100,4,2,3,3,6,2,4,4,1,3,10,No,1
998,2,1,3,2,2394,135,51,25681,3,3,3,3,8,2,7,7,1,2,17,Yes,1
999,2,3,2,2,3904,683,36,4050,4,2,3,3,4,3,1,1,0,2,2,No,0
1000,3,6,4,6,16799,1147,31,16616,1,3,3,3,20,7,0,9,0,5,10,No,0
1001,2,2,3,3,2950,258,54,17363,1,3,3,1,5,4,0,4,9,2,8,No,0
1002,2,3,4,3,3629,1462,94,19106,3,3,3,3,3,2,0,2,4,6,11,No,0
1003,2,1,1,4,9362,200,60,19944,4,3,3,3,2,2,2,2,2,2,18,No,0
1004,2,5,4,3,3229,949,81,4910,4,3,3,2,3,2,0,2,4,2,1,No,0
1005,2,2,4,3,3578,652,100,23577,1,4,3,3,7,7,0,7,0,2,7,No,0
1006,3,2,4,9,7988,332,51,9769,1,2,3,2,10,9,0,9,1,3,17,No,0
1007,2,1,1,3,4284,1475,97,22710,1,2,4,3,4,3,1,3,3,2,28,Yes,0
1008,2,2,2,5,7553,337,84,22930,4,3,3,3,8,7,7,7,0,1,14,Yes,1
1009,2,3,4,8,17328,971,54,5652,4,3,3,2,20,7,12,7,6,3,1,No,0
1010,2,3,4,8,19701,1055,76,22456,1,3,4,3,9,8,1,5,3,3,1,No,1
1011,2,3,3,8,14732,1136,81,12414,4,4,3,4,7,7,0,0,2,4,1,No,0
1012,1,4,3,1,9278,1174,99,20763,2,3,3,3,5,4,0,1,3,3,3,No,1
1013,1,1,3,7,1359,667,50,16154,3,1,3,3,1,0,0,0,1,3,1,Yes,0
1014,1,4,3,1,4779,855,73,12761,1,3,3,3,3,2,0,2,7,3,7,No,0
1015,2,1,5,8,16422,182,93,8847,2,3,3,4,3,2,1,0,3,3,8,No,0
1016,2,2,3,2,2996,560,91,20284,1,3,3,3,4,3,1,3,5,2,1,No,0
1017,2,1,4,2,1261,202,34,22262,2,2,3,4,1,0,0,0,1,3,8,Yes,0
1018,2,1,2,3,2099,1377,91,7679,1,3,3,4,5,0,1,4,0,3,11,No,0
1019,2,1,3,3,5810,172,37,22604,4,2,3,2,10,4,1,8,1,2,4,No,0
1020,1,4,3,1,5647,329,98,13494,1,2,3,2,3,2,0,2,4,3,16,No,0
1021,2,5,4,2,3420,465,74,10205,4,3,3,2,6,5,1,2,7,2,1,No,0
1022,1,1,1,7,4400,383,68,15182,1,2,3,3,3,2,2,2,3,2,9,Yes,0
1023,2,5,1,3,3500,1413,84,25470,3,4,3,1,6,5,1,3,0,2,5,No,0
1024,2,1,1,2,2066,1255,90,10494,1,3,4,4,3,2,1,0,2,3,1,No,0
1025,2,3,3,8,17169,359,82,26703,3,3,3,4,20,17,5,6,3,2,2,No,0
1026,1,3,2,1,4162,1476,42,15211,3,3,3,3,5,4,0,3,1,3,4,No,1
1027,1,4,5,1,9204,601,97,23343,4,3,3,2,4,3,0,3,4,3,7,No,0
1028,2,1,4,3,3294,401,86,3708,2,2,3,2,5,4,0,2,5,2,1,No,0
1029,2,3,5,2,2127,1283,90,5561,3,4,3,2,4,2,0,3,2,5,5,No,1
1030,2,2,3,3,3975,663,81,23099,3,3,3,4,8,7,0,7,3,2,9,No,0
1031,1,1,1,1,10793,326,31,8386,4,3,3,3,13,7,9,9,1,5,8,No,0
1032,1,4,4,1,10096,377,52,15986,4,3,3,4,7,7,4,3,4,1,9,Yes,0
1033,2,1,4,3,3646,592,54,17181,1,2,4,4,1,0,0,0,2,2,2,Yes,1
1034,2,1,5,4,7446,1445,100,8931,2,4,3,3,10,8,4,7,1,2,1,Yes,0
1035,2,3,4,5,10851,1038,95,19863,1,1,3,3,7,7,0,7,2,2,20,No,1
1036,3,3,1,9,2109,1398,96,24609,2,4,3,3,3,2,0,2,9,3,8,No,0
1037,2,1,4,3,3722,523,94,21081,4,3,3,1,2,2,2,2,6,2,2,Yes,1
1038,2,5,4,4,9380,1448,55,14720,4,3,3,4,3,1,1,2,4,4,29,No,1
1039,1,4,4,1,5486,1221,96,24795,1,3,3,3,2,2,2,2,4,3,7,No,0
1040,3,5,3,9,2742,1107,52,3072,3,3,3,3,2,2,2,2,1,0,9,Yes,0
1041,2,3,2,8,13757,218,55,25178,2,2,3,3,9,8,4,8,2,5,8,No,0
1042,1,3,4,1,8463,866,84,23490,1,3,3,3,5,4,1,3,0,4,5,No,0
1043,2,1,4,3,3162,981,90,7973,3,2,3,3,5,2,0,3,3,5,5,No,0
1044,2,3,4,8,16598,447,39,19764,2,4,3,2,9,8,8,8,4,2,2,No,0
1045,2,5,3,5,6651,1495,96,21534,3,3,3,2,3,2,1,2,2,0,5,No,0
1046,2,3,4,2,2345,896,68,8045,3,3,3,4,3,1,1,2,2,3,2,No,0
1047,2,1,4,2,3420,1467,49,21158,2,3,3,2,5,2,1,3,1,3,20,No,0
1048,1,3,4,1,4373,430,54,17456,1,3,3,3,4,3,0,3,0,2,7,No,0
1049,1,2,4,1,4759,1326,81,15891,1,1,3,3,13,9,3,12,3,2,3,No,0
1050,1,1,2,1,5301,1358,96,2939,3,3,3,2,2,1,2,2,8,2,16,No,0
1051,2,3,1,3,3673,748,74,16458,4,3,3,3,12,9,5,8,1,3,9,No,0
1052,1,4,5,1,4768,383,79,9282,3,3,3,2,1,0,0,0,7,4,1,No,0
1053,2,5,4,2,1274,990,64,7152,3,3,3,2,1,0,0,0,1,2,7,No,0
1054,2,1,1,2,4900,405,93,2721,3,4,4,2,12,9,2,8,0,2,1,No,0
1055,2,1,3,5,10466,1490,35,20948,2,3,3,3,8,7,0,7,3,3,7,No,0
1056,2,3,4,8,17007,829,71,11929,1,3,3,2,14,8,6,9,7,3,15,No,0
1057,1,5,4,7,2909,1496,92,15747,3,3,3,4,3,2,1,2,3,3,1,Yes,0
1058,1,5,4,1,5765,115,51,17485,2,3,3,1,5,3,0,0,5,4,13,Yes,0
1059,1,3,3,1,4599,790,40,7815,2,2,4,4,15,9,10,10,0,2,24,Yes,1
1060,1,1,2,7,2404,660,76,16192,3,3,3,3,1,0,0,0,1,3,7,No,0
1061,2,3,4,3,3172,381,89,16998,1,3,3,2,0,0,0,0,2,2,9,Yes,1
1062,1,1,1,7,2033,830,78,7103,2,3,3,3,1,0,0,0,1,2,13,No,0
1063,2,3,2,4,10209,1193,86,19719,3,3,3,2,2,2,2,2,5,2,2,No,1
1064,1,1,4,1,8620,1246,77,23757,3,2,3,3,10,7,0,4,1,3,19,No,0
1065,3,1,4,9,2064,330,46,15428,3,3,4,4,5,3,1,3,0,3,1,No,0
1066,2,1,3,5,4035,1229,30,16143,3,3,3,3,3,2,1,2,0,2,4,No,1
1067,2,3,3,3,3838,1099,82,8192,2,2,3,3,5,4,0,2,8,5,4,No,0
1068,1,3,4,1,4591,571,78,24200,3,3,3,2,5,4,1,2,3,4,14,No,1
1069,2,3,1,3,2561,289,38,5355,1,2,3,2,0,0,0,0,7,2,2,Yes,0
1070,2,1,4,2,1563,1423,72,12530,3,2,3,1,1,0,0,0,1,2,1,No,0
1071,1,1,4,1,4898,467,55,11827,1,3,3,3,4,2,1,3,0,5,7,No,0
1072,2,3,1,3,4789,271,43,23070,1,2,4,3,3,2,1,2,4,3,3,No,0
1073,2,1,2,3,3180,410,97,4668,2,3,3,3,3,2,0,2,0,3,2,No,0
1074,2,1,2,4,6549,1083,96,3173,2,1,3,2,8,6,1,7,1,2,29,No,0
1075,2,1,5,5,6388,516,69,22049,3,3,3,3,0,0,0,0,2,6,8,No,1
1076,2,3,4,6,11244,495,64,21072,4,3,4,4,5,2,0,0,2,5,10,No,0
1077,2,3,3,6,16032,1050,87,24456,4,3,4,3,14,9,1,12,3,2,11,No,0
1078,2,5,3,2,2362,224,100,7568,1,2,3,1,9,7,0,7,6,2,1,Yes,0
1079,2,1,4,8,16328,136,32,22074,1,3,3,4,20,6,14,17,3,1,28,No,0
1080,2,1,4,4,8376,1089,32,9150,2,3,3,3,2,0,2,2,4,3,6,No,0
1081,1,1,4,6,16606,228,51,11380,2,3,3,4,13,12,5,1,8,2,3,No,0
1082,2,1,4,5,8606,1029,91,21195,2,2,3,1,11,8,3,3,1,3,16,No,0
1083,2,1,2,3,2272,507,97,24812,3,3,3,3,4,3,1,2,0,2,20,No,0
1084,2,1,3,3,2018,676,86,21831,1,3,3,1,5,4,1,0,3,3,9,Yes,0
1085,1,5,4,1,7083,971,64,12288,3,2,3,3,10,9,8,6,1,3,1,No,1
1086,2,1,4,2,4084,561,33,4156,3,3,3,1,7,2,7,7,1,2,3,Yes,0
1087,2,3,5,8,14411,333,88,24450,4,1,3,3,32,6,13,9,1,2,22,No,1
1088,1,5,1,7,2308,1440,55,4944,3,3,4,3,11,10,5,7,0,4,7,No,1
1089,2,3,4,3,4841,1210,68,24052,2,2,3,3,1,0,0,0,4,3,2,No,0
1090,2,3,4,2,4285,674,47,3031,4,3,3,3,10,8,3,7,1,2,13,No,0
1091,2,2,2,5,9715,441,39,7288,1,1,3,3,7,7,0,7,3,3,8,No,0
1092,2,1,4,4,4320,575,44,24152,2,2,3,3,5,3,0,2,1,2,25,No,0
1093,2,5,4,2,2132,950,97,4585,4,3,4,3,5,4,0,3,4,3,28,No,0
1094,2,1,4,5,10124,288,40,18611,4,3,3,1,20,8,13,9,2,3,2,No,1
1095,1,3,1,1,5473,1342,47,19345,1,3,3,4,8,4,7,1,0,5,9,No,0
1096,2,1,3,3,5207,589,79,22949,3,3,3,3,15,14,5,7,1,3,28,No,1
1097,3,3,1,6,16437,898,38,17381,4,3,4,3,21,7,7,7,1,2,6,No,1
1098,2,5,1,3,2296,350,57,10036,1,2,3,3,1,1,0,0,0,3,21,No,0
1099,2,1,1,5,4069,1142,72,8841,4,3,3,3,2,2,2,2,3,2,8,No,1
1100,2,5,3,5,7441,538,66,20933,2,3,3,3,10,8,7,7,1,4,1,No,0
1101,1,1,3,7,2430,1402,98,26204,3,2,4,3,5,3,4,2,0,5,28,No,0
1102,2,1,1,2,5878,824,67,15624,2,2,3,3,7,1,2,5,3,2,5,No,0
1103,1,1,3,7,2644,1157,70,17001,4,3,4,2,3,2,1,2,3,3,2,No,1
1104,1,1,3,1,6439,492,96,13693,3,3,3,3,8,7,7,7,8,2,16,No,0
1105,2,1,4,2,2451,598,91,22376,3,4,3,2,1,0,0,0,6,2,9,No,0
1106,1,1,3,1,6392,1242,46,10589,1,3,3,1,2,2,2,2,2,6,8,No,0
1107,1,1,4,1,9714,740,64,5323,1,2,3,3,10,8,6,7,1,4,1,Yes,0
1108,3,6,3,9,6077,888,71,14814,3,3,3,3,6,3,1,2,3,2,10,No,0
1109,2,3,4,3,2450,992,68,21731,1,2,3,3,3,0,1,2,1,3,1,No,0
1110,1,5,3,1,9250,1288,33,17799,2,3,3,3,4,2,1,3,3,3,29,No,0
1111,2,1,4,3,2074,104,69,26619,1,3,3,3,1,0,0,0,1,2,2,Yes,1
1112,2,5,5,4,10169,607,78,14618,4,2,3,3,33,7,1,9,0,4,2,Yes,0
1113,2,3,4,4,4855,903,81,7653,2,3,3,3,5,2,1,4,4,2,2,Yes,0
1114,2,5,3,2,4087,1200,62,25174,1,3,3,2,6,5,1,2,4,3,1,No,0
1115,2,2,3,2,2367,1108,65,16530,1,3,3,2,8,2,7,6,8,3,15,No,0
1116,2,3,3,2,2972,479,35,22061,4,3,3,1,1,0,0,0,1,4,7,No,0
1117,1,4,5,6,19586,685,60,23037,4,2,4,3,36,6,2,13,1,3,26,No,0
1118,2,1,3,2,5484,1351,45,13008,4,3,3,2,2,2,2,1,9,3,1,No,0
1119,2,1,4,2,2061,474,89,11133,4,3,4,3,1,0,0,0,1,5,3,No,0
1120,1,1,4,1,9924,1245,80,12355,2,3,3,3,9,8,7,7,0,3,14,No,0
1121,1,1,4,1,4198,437,90,16379,2,3,3,4,3,2,1,2,2,5,16,No,0
1122,1,1,3,1,6815,884,73,21447,3,3,3,3,1,0,0,0,6,5,1,No,0
1123,2,3,2,3,4723,1370,87,16213,1,3,3,3,10,9,1,5,1,3,3,No,1
1124,2,3,3,5,6142,670,51,4223,3,3,3,3,5,2,0,4,3,4,10,No,1
1125,1,3,4,1,8237,1462,38,4658,3,4,3,3,7,6,7,6,2,3,6,No,0
1126,2,1,2,5,8853,995,87,24483,4,3,3,4,6,4,1,3,1,0,2,No,0
1127,1,4,4,6,19331,264,59,19519,3,3,3,3,1,0,0,0,4,2,9,No,1
1128,2,5,4,2,2073,977,45,12826,3,4,3,3,2,2,2,2,2,2,10,No,0
1129,2,1,3,3,5562,1302,80,19711,1,4,3,3,3,2,0,2,3,3,6,No,1
1130,2,2,1,6,19613,1059,93,26362,4,2,4,3,1,0,0,1,8,2,9,No,0
1131,2,1,4,3,3407,750,46,25348,3,4,3,2,10,9,6,8,1,3,28,No,0
1132,2,5,3,5,5063,653,92,15332,3,2,3,2,8,2,7,7,1,3,10,No,0
1133,1,1,1,1,4639,118,84,11262,1,3,3,3,5,4,1,2,1,2,14,No,0
1134,2,5,4,3,4876,990,87,5855,2,4,3,3,6,4,0,2,5,0,27,No,0
1135,2,1,1,3,2690,1349,63,7713,4,2,3,2,1,0,0,1,1,5,7,No,0
1136,1,1,3,6,17567,563,56,3156,1,4,3,1,26,0,0,12,1,5,1,No,0
1137,2,3,4,3,2408,329,51,7324,2,3,3,3,1,1,0,0,1,3,24,Yes,1
1138,2,2,1,2,2814,457,85,10293,3,2,3,2,4,2,1,3,1,2,26,No,1
1139,2,3,5,5,11245,1234,41,20689,3,3,3,3,30,8,12,13,2,3,20,No,1
1140,2,2,3,2,3312,634,35,18783,4,4,3,3,3,2,0,2,3,3,5,No,0
1141,2,3,4,8,19049,1313,31,3549,4,3,3,2,22,7,1,10,0,4,7,No,1
1142,2,3,4,2,2141,241,48,5348,2,2,3,2,6,4,1,1,1,3,7,No,0
1143,2,3,5,3,5769,1015,50,23447,1,1,3,3,10,7,1,4,1,3,5,No,1
1144,1,4,4,1,4385,336,52,24162,1,2,3,3,10,7,4,5,1,2,26,No,0
1145,1,2,3,1,5332,715,54,21602,1,3,3,3,5,2,0,3,7,3,2,No,0
1146,2,1,3,4,4663,559,76,12421,3,3,3,3,3,2,1,1,9,2,12,No,1
1147,2,1,3,4,4724,426,42,17000,4,4,3,3,9,7,7,2,1,3,10,No,0
1148,2,1,3,3,3211,722,84,22102,1,3,3,2,9,6,1,4,1,3,25,No,0
1149,2,3,5,4,5377,1387,76,3835,1,3,3,3,7,7,7,7,2,3,10,No,0
1150,2,2,4,3,4066,1302,67,16290,1,2,3,3,7,7,0,7,1,3,19,No,0
1151,2,1,5,2,5208,819,48,26312,1,4,3,3,16,15,1,10,1,2,18,No,0
1152,2,3,4,4,4877,580,39,20460,1,1,4,2,5,3,0,0,0,5,27,No,0
1153,2,3,2,2,3117,546,97,26009,4,3,3,3,2,2,2,2,1,2,5,No,0
1154,1,3,1,7,1569,544,70,18420,4,3,3,4,0,0,0,0,1,2,3,Yes,1
1155,3,1,3,6,19658,1176,98,5220,3,3,3,3,5,2,1,0,3,2,26,No,0
1156,2,3,1,3,3069,170,76,10302,3,2,3,3,10,8,0,7,0,3,3,No,0
1157,2,1,4,4,10435,884,80,25800,3,2,3,3,18,15,14,12,1,2,15,No,0
1158,2,1,3,5,4148,208,52,12250,3,3,3,3,14,11,2,9,1,5,8,No,0
1159,2,1,4,4,5768,671,85,26493,3,3,3,2,4,3,0,2,3,2,19,No,0
1160,2,3,4,4,5042,711,81,3140,3,3,3,1,9,2,3,8,0,2,4,No,0
1161,2,2,1,4,5770,1329,59,5388,4,2,3,3,10,7,3,9,1,3,2,No,0
1162,2,3,1,4,7756,397,54,14199,3,2,3,4,5,4,0,2,3,6,2,No,1
1163,1,3,4,1,10306,737,55,21530,1,2,3,3,13,12,6,0,9,3,10,Yes,0
1164,2,3,4,2,3936,1470,71,9953,2,3,3,1,8,4,7,7,1,2,10,No,0
1165,2,1,4,4,7945,448,84,19948,4,3,3,2,4,2,3,3,6,2,16,No,1
1166,3,6,5,9,5743,602,37,10503,4,3,3,3,10,7,0,2,4,3,1,No,1
1167,2,3,5,6,15202,365,89,5602,4,2,4,3,2,2,2,2,2,3,4,No,0
1168,1,3,1,1,5440,763,59,22098,4,1,3,2,2,2,2,2,6,2,15,Yes,1
1169,2,5,2,2,3760,567,32,17218,4,3,3,3,6,3,1,3,1,2,2,No,1
1170,2,3,4,2,3517,486,86,22490,3,4,3,3,3,2,0,2,7,0,8,No,0
1171,2,3,4,2,2580,591,87,6297,4,3,3,2,4,2,1,2,2,0,2,No,0
1172,2,1,4,3,2166,1329,73,3339,1,3,3,1,4,2,0,3,3,3,7,Yes,1
1173,1,3,4,1,5869,469,42,23413,3,2,3,3,5,2,1,4,9,2,10,No,0
1174,2,1,3,5,8008,711,42,22792,1,3,3,3,3,2,0,2,4,6,5,No,0
1175,2,1,2,4,5206,772,77,4973,3,4,3,3,7,7,0,7,1,6,2,No,0
